StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2.1_First Click,Q2.1_Last Click,Q2.1_Page Submit,Q2.1_Click Count,Q2.3,Q2.4,Q2.5,Q3.1_First Click,Q3.1_Last Click,Q3.1_Page Submit,Q3.1_Click Count,Q3.3,Q3.4,Q3.5,Q4.1_First Click,Q4.1_Last Click,Q4.1_Page Submit,Q4.1_Click Count,Q4.3,Q4.4,Q4.5,Q5.1,Q5.2,Q5.3,Q5.4,Q48
2019-12-05 16:49:50,2019-12-05 16:50:53,IP Address,171.116.42.44,100,63,True,2019-12-05 16:50:53,R_31L85Gu87IWnakr,,,,,36.8451995849609375,111.781707763671875,anonymous,EN,1.757,22.641,23.716,14,Junior,Logical,A(3.75-4.0),,,,,,,,1.109,11.037,12.229,11,Senior,Logical,A(3.75-4.0),Female,Sophomore,Prefer not to say,A(3.75-4.0),
2019-12-05 16:53:27,2019-12-05 16:54:54,IP Address,129.72.89.242,100,86,True,2019-12-05 16:54:54,R_1jJ2CfFovxIoDSB,,,,,41.3054046630859375,-105.590301513671875,anonymous,EN,0.725,19.351,20.175,15,PhD,Logical,A(3.75-4.0),0.524,10.055,10.781,14,PhD,Logical,A(3.75-4.0),,,,,,,,Male,Sophomore,Logical,A(3.75-4.0),
2019-12-05 16:55:02,2019-12-05 16:56:05,IP Address,129.72.89.242,100,63,True,2019-12-05 16:56:06,R_pAbXVfNgeumhtyp,,,,,41.3054046630859375,-105.590301513671875,anonymous,EN,0.209,7.288,8.025,8,PhD,Logical,A(3.75-4.0),,,,,,,,0.134,5.153,5.61,9,PhD,Logical,A(3.75-4.0),Male,Sophomore,Logical,A(3.75-4.0),whether Asians are  the smartest group of people in the world?
2019-12-05 16:58:11,2019-12-05 17:00:02,IP Address,69.5.133.161,100,111,True,2019-12-05 17:00:03,R_3373StoZIfmcyRA,,,,,42.0514068603515625,-93.69080352783203125,anonymous,EN,9.555,36.058,37.334,14,Freshman,Logical,A-(3.5-3.75),3.261,20.229,21.006,14,Freshman,Logical,A-(3.5-3.75),,,,,,,,Female,Graduates,Logical,A(3.75-4.0),
2019-12-05 17:00:06,2019-12-05 17:01:02,IP Address,96.70.241.65,100,55,True,2019-12-05 17:01:02,R_rjW1WOve4GjwMUx,,,,,42.3473968505859375,-71.158203125,anonymous,EN,2.902,21.635,22.337,13,Junior,Logical,A-(3.5-3.75),1.173,11.006,12.324,11,Junior,Emotional,A-(3.5-3.75),,,,,,,,Female,Graduates,Emotional,B+(3.25-3.5),
2019-12-05 17:01:00,2019-12-05 17:01:56,IP Address,168.122.202.128,100,56,True,2019-12-05 17:01:57,R_2CxDvTLPX8yJZLL,,,,,42.346405029296875,-71.097503662109375,anonymous,EN,3.148,19.558,20.299,16,Graduates,Logical,A-(3.5-3.75),,,,,,,,1.859,9.629,10.344,12,Senior,Logical,A-(3.5-3.75),Female,Graduates,Emotional,A-(3.5-3.75),
2019-12-05 17:01:28,2019-12-05 17:03:00,IP Address,96.70.241.65,100,91,True,2019-12-05 17:03:00,R_9mDzWDfCmyg1nEt,,,,,42.3473968505859375,-71.158203125,anonymous,EN,4.039,21.108,21.124,11,Junior,Emotional,B(3.0-3.25),1.769,16.9,18.036,11,Junior,Logical,B(3.0-3.25),,,,,,,,Female,Graduates,Emotional,A-(3.5-3.75),
2019-12-05 17:04:46,2019-12-05 17:05:47,IP Address,209.6.65.108,100,61,True,2019-12-05 17:05:47,R_12xVekwQk429vY8,,,,,42.3473968505859375,-71.158203125,anonymous,EN,2.732,24.596,25.491,13,Graduates,Emotional,B+(3.25-3.5),,,,,,,,3.041,14.533,15.935,8,Junior,Logical,A-(3.5-3.75),Female,Graduates,Emotional,A-(3.5-3.75),
2019-12-05 17:12:43,2019-12-05 17:14:55,IP Address,158.143.226.95,100,131,True,2019-12-05 17:14:55,R_3fdgqbNCRoj8cEP,,,,,51.5005035400390625,-0.08349609375,anonymous,EN,2.586,32.483,33.176,13,Junior,Emotional,A-(3.5-3.75),,,,,,,,1.193,15.15,15.934,11,Sophomore,Logical,A-(3.5-3.75),Female,Graduates,Prefer not to say,A-(3.5-3.75),"Test the stereotype "
2019-12-05 17:16:18,2019-12-05 17:18:56,IP Address,160.39.147.80,100,157,True,2019-12-05 17:18:56,R_31LW8d5PdnPQSNB,,,,,40.8000030517578125,-73.9763031005859375,anonymous,EN,1.389,37.456,38.857,27,Junior,Logical,A-(3.5-3.75),1.29,46.225,47.391,27,Sophomore,Logical,A-(3.5-3.75),,,,,,,,Female,Other,Logical,A(3.75-4.0),Bias with profile photo reading
2019-12-05 17:25:00,2019-12-05 17:26:58,IP Address,223.104.212.182,100,118,True,2019-12-05 17:27:00,R_zfeEJCLFkTtLncB,,,,,31.0449066162109375,121.401214599609375,anonymous,EN,4.591,53.112,53.938,21,Sophomore,Emotional,B+(3.25-3.5),,,,,,,,3.731,15.775,16.324,10,Freshman,Emotional,B(3.0-3.25),Female,Other,Prefer not to say,C+(2.5-2.75),
2019-12-05 17:42:10,2019-12-05 17:43:17,IP Address,72.79.65.193,100,66,True,2019-12-05 17:43:17,R_0U6ymYY1FbPIN1L,,,,,40.746307373046875,-74.15529632568359375,anonymous,EN,1.84,24.467,25.144,14,Junior,Emotional,B(3.0-3.25),2.996,13.239,13.922,11,Sophomore,Logical,A(3.75-4.0),,,,,,,,Female,Graduates,Prefer not to say,B(3.0-3.25),
2019-12-05 17:43:30,2019-12-05 17:44:54,IP Address,209.6.133.190,100,84,True,2019-12-05 17:44:54,R_2c5HlsmC3EaTlL6,,,,,42.3267974853515625,-71.13410186767578125,anonymous,EN,3.066,26.029,27.238,12,Junior,Logical,B+(3.25-3.5),,,,,,,,3.71,22.951,24.145,18,Sophomore,Logical,A-(3.5-3.75),Female,Graduates,Emotional,B+(3.25-3.5),Glasses?
2019-12-05 17:43:33,2019-12-05 17:46:20,IP Address,72.79.65.193,100,167,True,2019-12-05 17:46:20,R_2EorbN7h6ToFkv0,,,,,40.746307373046875,-74.15529632568359375,anonymous,EN,4.734,56.589,62.106,18,Junior,Logical,B+(3.25-3.5),4.801,27.017,27.998,9,Freshman,Logical,A-(3.5-3.75),,,,,,,,Male,Other,Emotional,A-(3.5-3.75),relationship between emotional and logical
2019-12-05 17:51:23,2019-12-05 17:53:31,IP Address,96.230.117.252,100,128,True,2019-12-05 17:53:31,R_vjndnslfbDmWpoZ,,,,,42.297393798828125,-71.07219696044921875,anonymous,EN,1.246,31.996,32.849,13,Graduates,Logical,B+(3.25-3.5),,,,,,,,3.123,24.021,24.06,15,Junior,Logical,A-(3.5-3.75),Male,Graduates,Logical,B(3.0-3.25),
2019-12-05 18:01:31,2019-12-05 18:02:28,IP Address,96.70.241.65,100,56,True,2019-12-05 18:02:28,R_3r24k13tAriby9g,,,,,42.3473968505859375,-71.158203125,anonymous,EN,6.353,21.742,23.126,12,Graduates,Logical,A-(3.5-3.75),3.64,14.377,15.093,10,Graduates,Logical,A-(3.5-3.75),,,,,,,,Female,Graduates,Prefer not to say,A-(3.5-3.75),
2019-12-05 18:05:50,2019-12-05 18:07:05,IP Address,71.232.53.188,100,74,True,2019-12-05 18:07:06,R_8Imv5gUa7nfX69z,,,,,42.3639984130859375,-71.02649688720703125,anonymous,EN,0.914,22.99,24.323,11,Junior,Logical,A-(3.5-3.75),,,,,,,,0.551,12.907,14.235,7,Senior,Logical,A-(3.5-3.75),Female,Graduates,Logical,A-(3.5-3.75),
2019-12-05 18:26:12,2019-12-05 18:27:06,IP Address,98.109.145.96,100,54,True,2019-12-05 18:27:07,R_8qbe2kbBx5QgPE5,,,,,40.7467041015625,-74.057403564453125,anonymous,EN,5.928,26.201,26.8,8,Freshman,Emotional,B(3.0-3.25),,,,,,,,2.22,8.87,9.61,9,Freshman,Logical,B+(3.25-3.5),Male,PhD,Logical,B+(3.25-3.5),
2019-12-05 18:30:25,2019-12-05 18:34:02,IP Address,124.166.164.12,100,216,True,2019-12-05 18:34:02,R_2rOT9W7pHzzONOl,,,,,35.5928955078125,112.2493896484375,anonymous,EN,1.651,30.914,31.463,18,Graduates,Logical,A-(3.5-3.75),2.97,17.716,18.142,16,Sophomore,Logical,B+(3.25-3.5),,,,,,,,Female,Graduates,Logical,A-(3.5-3.75),"First impression in interviews maybe. "
2019-12-05 18:39:09,2019-12-05 18:40:51,IP Address,117.89.13.99,100,102,True,2019-12-05 18:40:51,R_6YwUzYg2RR8kff3,,,,,32.06170654296875,118.777801513671875,anonymous,EN,22.498,49.263,50.156,6,Junior,Emotional,B+(3.25-3.5),,,,,,,,15.101,20.737,21.605,4,Sophomore,Emotional,A-(3.5-3.75),Male,Other,Prefer not to say,B+(3.25-3.5),
2019-12-05 18:52:36,2019-12-05 18:54:35,IP Address,123.147.250.186,100,118,True,2019-12-05 18:54:35,R_doRmePD7Xl1ScOl,,,,,29.5569000244140625,106.5531005859375,anonymous,EN,2.07,29.718,30.801,15,Graduates,Emotional,B-(2.75-3.0),2.393,26.161,27.08,15,Freshman,Logical,B+(3.25-3.5),,,,,,,,Male,Graduates,Logical,A-(3.5-3.75),
2019-12-05 18:59:14,2019-12-05 19:01:26,IP Address,8.9.85.222,100,132,True,2019-12-05 19:01:27,R_3R8XRR55WKLfMQX,,,,,43.11279296875,-77.4906005859375,anonymous,EN,2.64,37.458,37.953,16,Senior,Emotional,B+(3.25-3.5),,,,,,,,4.576,15.548,15.898,15,Junior,Logical,A-(3.5-3.75),Male,Other,Logical,B-(2.75-3.0),stereotyped image
2019-12-05 19:01:52,2019-12-05 19:03:15,IP Address,97.87.187.30,100,83,True,2019-12-05 19:03:16,R_3036GyD3MhoEZXH,,,,,38.643798828125,-90.53009796142578125,anonymous,EN,4.496,26.883,27.509,8,Graduates,Logical,A-(3.5-3.75),7.026,22.244,23.173,11,Senior,Emotional,B-(2.75-3.0),,,,,,,,Male,Graduates,Logical,B(3.0-3.25),？？？
2019-12-05 19:06:56,2019-12-05 19:08:22,IP Address,170.140.104.13,100,85,True,2019-12-05 19:08:22,R_3Pw4sBfFJzxtQ97,,,,,33.794097900390625,-84.3249969482421875,anonymous,EN,3.152,31.785,33.199,19,Junior,Logical,A-(3.5-3.75),0.829,10.945,12.115,13,Freshman,Emotional,B+(3.25-3.5),,,,,,,,Female,Graduates,Emotional,B+(3.25-3.5),no
2019-12-05 19:07:29,2019-12-05 19:08:29,IP Address,107.77.206.139,100,60,True,2019-12-05 19:08:29,R_27Kn6Uo3zPugjlt,,,,,41.848297119140625,-87.651702880859375,anonymous,EN,2.238,29.193,29.701,24,Senior,Emotional,A-(3.5-3.75),,,,,,,,0.703,7.136,7.7,8,Sophomore,Logical,A-(3.5-3.75),Female,Graduates,Prefer not to say,A(3.75-4.0),
2019-12-05 19:07:35,2019-12-05 19:09:09,IP Address,170.140.104.13,100,93,True,2019-12-05 19:09:09,R_3rSMQdmF9xvXUdP,,,,,33.794097900390625,-84.3249969482421875,anonymous,EN,3.322,39.551,39.599,17,Graduates,Emotional,A(3.75-4.0),2.765,12.223,13.153,9,Graduates,Logical,A(3.75-4.0),,,,,,,,Female,Graduates,Logical,A(3.75-4.0),no
2019-12-05 19:10:50,2019-12-05 19:12:36,IP Address,166.216.159.8,100,106,True,2019-12-05 19:12:36,R_9LAM4LPc1Ga0iTD,,,,,39.9586944580078125,-82.9987030029296875,anonymous,EN,0.4,7.064,7.968,7,Graduates,Emotional,B+(3.25-3.5),,,,,,,,0.798,13.361,14.515,9,Junior,Logical,B+(3.25-3.5),Female,Graduates,Logical,A-(3.5-3.75),
2019-12-05 19:12:02,2019-12-05 19:14:01,IP Address,223.104.4.82,100,119,True,2019-12-05 19:14:02,R_2tEasZ5lcmFJdO3,,,,,32.06170654296875,118.777801513671875,anonymous,EN,6.896,41.542,43.28,22,Graduates,Logical,B+(3.25-3.5),2.11,26.711,27.801,17,PhD,Logical,B+(3.25-3.5),,,,,,,,Female,Graduates,Logical,A(3.75-4.0),
2019-12-05 19:11:56,2019-12-05 19:14:33,IP Address,223.104.148.14,100,156,True,2019-12-05 19:14:33,R_3KVEYzNFEBMtRBC,,,,,31.3040924072265625,120.59539794921875,anonymous,EN,5.371,38.859,39.342,27,Graduates,Logical,A-(3.5-3.75),,,,,,,,5.528,17.45,17.851,11,Senior,Logical,A(3.75-4.0),Male,Other,Emotional,B(3.0-3.25),知人知面不知心
2019-12-05 19:13:29,2019-12-05 19:15:13,IP Address,124.234.131.202,100,103,True,2019-12-05 19:15:13,R_1FL1J77otWGIOfl,,,,,43.8800048828125,125.32281494140625,anonymous,EN,1.539,38.223,38.946,33,Graduates,Logical,A-(3.5-3.75),,,,,,,,2.05,12.999,13.507,13,Graduates,Logical,A-(3.5-3.75),Female,Graduates,Prefer not to say,A-(3.5-3.75),write a paper
2019-12-05 19:14:25,2019-12-05 19:17:02,IP Address,49.78.38.15,100,157,True,2019-12-05 19:17:02,R_1hShhpXJ6WheRz9,,,,,31.3040924072265625,120.59539794921875,anonymous,EN,2.571,30.024,30.711,26,PhD,Logical,A-(3.5-3.75),1.756,12.615,13.392,20,Graduates,Emotional,B+(3.25-3.5),,,,,,,,Male,Graduates,Logical,B+(3.25-3.5),judge people with their apperance?
2019-12-05 19:18:08,2019-12-05 19:20:02,IP Address,139.212.61.157,100,113,True,2019-12-05 19:20:02,R_To7E1JBbp9DUQWR,,,,,31.0449066162109375,121.401214599609375,anonymous,EN,0.655,45.271,46.282,19,Graduates,Logical,B+(3.25-3.5),,,,,,,,1.913,35.829,36.641,21,Junior,Logical,A-(3.5-3.75),Female,Graduates,Emotional,B+(3.25-3.5),
2019-12-05 19:19:31,2019-12-05 19:21:01,IP Address,38.101.255.135,100,89,True,2019-12-05 19:21:01,R_2pKVNpl2Zkf6PYR,,,,,33.7855072021484375,-84.36119842529296875,anonymous,EN,2.17,20.036,20.846,15,Senior,Emotional,A(3.75-4.0),3.65,17.716,18.56,11,Junior,Logical,A(3.75-4.0),,,,,,,,Female,Graduates,Logical,A-(3.5-3.75),
2019-12-05 19:24:22,2019-12-05 19:25:10,IP Address,63.86.10.27,100,47,True,2019-12-05 19:25:10,R_0fI8ZFhmIRXhmmJ,,,,,41.718505859375,-93.56459808349609375,anonymous,EN,1.028,16.245,17.048,15,Senior,Logical,B+(3.25-3.5),,,,,,,,1.37,7.287,9.41,7,Sophomore,Logical,A-(3.5-3.75),Female,Graduates,Emotional,A-(3.5-3.75),
2019-12-05 19:25:02,2019-12-05 19:25:58,IP Address,223.104.3.189,100,55,True,2019-12-05 19:25:58,R_1exc0bCJAOxfETT,,,,,39.928802490234375,116.388885498046875,anonymous,EN,1.386,23.987,24.949,20,Sophomore,Emotional,B+(3.25-3.5),2.259,13.749,14.604,14,Junior,Logical,A-(3.5-3.75),,,,,,,,Female,Other,Logical,A(3.75-4.0),
2019-12-05 19:26:17,2019-12-05 19:27:50,IP Address,63.86.10.27,100,92,True,2019-12-05 19:27:50,R_2bJjVTrTtU4VmXv,,,,,41.718505859375,-93.56459808349609375,anonymous,EN,4.435,50.518,50.553,38,Graduates,Logical,A(3.75-4.0),1.731,16.031,17.051,13,Graduates,Emotional,A(3.75-4.0),,,,,,,,Male,Senior,Emotional,A(3.75-4.0),
2019-12-05 19:32:01,2019-12-05 19:33:30,IP Address,111.187.52.130,100,89,True,2019-12-05 19:33:30,R_31zlWhahplWSA8T,,,,,31.0449066162109375,121.401214599609375,anonymous,EN,4.087,30.742,33.7,14,Sophomore,Emotional,A-(3.5-3.75),,,,,,,,2.199,16.073,17.271,10,Freshman,Logical,A-(3.5-3.75),Female,Senior,Prefer not to say,B+(3.25-3.5),
2019-12-05 19:33:39,2019-12-05 19:34:36,IP Address,71.236.26.45,100,56,True,2019-12-05 19:34:39,R_3MyuPaHUwiWWiuL,,,,,33.808807373046875,-84.28150177001953125,anonymous,EN,1.872,26.192,28.293,17,Graduates,Emotional,B+(3.25-3.5),,,,,,,,0.578,6.217,7.932,8,PhD,Logical,A(3.75-4.0),Prefer not to say,Graduates,Emotional,B+(3.25-3.5),
2019-12-05 19:33:18,2019-12-05 19:34:53,IP Address,73.7.151.193,100,94,True,2019-12-05 19:34:53,R_1lbojxBvDVV7qnr,,,,,33.8513031005859375,-84.2870025634765625,anonymous,EN,1.493,43.91,44.532,33,Graduates,Emotional,B+(3.25-3.5),,,,,,,,1.25,13.632,14.279,14,Graduates,Logical,A(3.75-4.0),Female,Graduates,Emotional,A-(3.5-3.75),"No "
2019-12-05 19:32:14,2019-12-05 19:35:01,IP Address,140.243.2.157,100,167,True,2019-12-05 19:35:02,R_1CkLc4HbhHZ30cX,,,,,24.47979736328125,118.0819091796875,anonymous,EN,3.432,32.141,32.791,17,Graduates,Logical,B+(3.25-3.5),0.061,7.496,8.464,10,Freshman,Logical,A-(3.5-3.75),,,,,,,,Female,Sophomore,Prefer not to say,A-(3.5-3.75),
2019-12-05 19:34:12,2019-12-05 19:35:57,IP Address,223.104.4.80,100,105,True,2019-12-05 19:35:57,R_1OOxcQZCTL8IGGR,,,,,32.06170654296875,118.777801513671875,anonymous,EN,6.306,39.509,41.187,11,Senior,Logical,B+(3.25-3.5),2.113,11.766,12.939,8,Sophomore,Logical,A-(3.5-3.75),,,,,,,,Male,Senior,Prefer not to say,B(3.0-3.25),
2019-12-05 19:35:36,2019-12-05 19:36:18,IP Address,38.101.255.135,100,42,True,2019-12-05 19:36:19,R_2DN65bxzgl0EINt,,,,,33.7855072021484375,-84.36119842529296875,anonymous,EN,2.516,15.881,16.638,12,Graduates,Logical,A-(3.5-3.75),,,,,,,,0.907,8.549,9.14,9,Junior,Logical,A(3.75-4.0),Female,Graduates,Emotional,A-(3.5-3.75),
2019-12-05 19:36:32,2019-12-05 19:37:37,IP Address,73.43.218.54,100,64,True,2019-12-05 19:37:37,R_26lkgamDf3lgdBU,,,,,33.8231048583984375,-84.32579803466796875,anonymous,EN,4.416,26.409,27.587,13,Junior,Logical,A-(3.5-3.75),2.678,10.483,11.325,9,Senior,Logical,A(3.75-4.0),,,,,,,,Female,Graduates,Logical,A(3.75-4.0),
2019-12-05 19:43:42,2019-12-05 19:47:25,IP Address,223.104.65.225,100,222,True,2019-12-05 19:47:25,R_1LjSboKqfRjZwlb,,,,,23.0308074951171875,113.7174072265625,anonymous,EN,4.132,82.745,83.403,30,Graduates,Logical,A(3.75-4.0),2.097,75.5,76.356,20,Senior,Emotional,B(3.0-3.25),,,,,,,,Female,Graduates,Emotional,C(2.25-2.5),
2019-12-05 19:47:36,2019-12-05 19:49:02,IP Address,106.47.247.129,100,86,True,2019-12-05 19:49:02,R_33vz4rhftolggVg,,,,,39.142303466796875,117.172607421875,anonymous,EN,3.358,29.505,30.402,15,PhD,Logical,A(3.75-4.0),,,,,,,,0.429,12.473,13.403,11,Junior,Logical,A-(3.5-3.75),Female,Graduates,Prefer not to say,B+(3.25-3.5),
2019-12-05 19:48:54,2019-12-05 19:50:15,IP Address,71.233.237.170,100,81,True,2019-12-05 19:50:15,R_325CdMx2iOgTW58,,,,,42.3473968505859375,-71.158203125,anonymous,EN,5.606,35.403,36.233,19,Junior,Logical,A-(3.5-3.75),1.602,20.639,21.225,14,Senior,Logical,A-(3.5-3.75),,,,,,,,Female,Graduates,Logical,B(3.0-3.25),
2019-12-05 19:50:59,2019-12-05 19:51:48,IP Address,170.140.104.21,100,49,True,2019-12-05 19:51:48,R_2Bas76LppYjFZYa,,,,,33.794097900390625,-84.3249969482421875,anonymous,EN,0.864,17.597,18.438,10,Junior,Logical,A-(3.5-3.75),,,,,,,,2.388,12.855,13.424,13,Sophomore,Logical,A-(3.5-3.75),Male,Graduates,Logical,A-(3.5-3.75),
2019-12-05 19:56:48,2019-12-05 19:58:10,IP Address,71.56.22.153,100,82,True,2019-12-05 19:58:11,R_3KOyExRXKHzSrWe,,,,,33.808807373046875,-84.28150177001953125,anonymous,EN,4.659,32.95,33.793,10,Graduates,Logical,B(3.0-3.25),6.653,18.137,19.125,9,Senior,Emotional,B-(2.75-3.0),,,,,,,,Female,Graduates,Emotional,A(3.75-4.0),
2019-12-05 20:01:28,2019-12-05 20:06:00,IP Address,223.104.213.71,100,272,True,2019-12-05 20:06:01,R_3KopXsmwGFZoo5R,,,,,31.0449066162109375,121.401214599609375,anonymous,EN,3.226,84.338,85.104,26,Graduates,Logical,A-(3.5-3.75),,,,,,,,5.552,26.263,26.825,13,Graduates,Logical,A(3.75-4.0),Female,Graduates,Logical,B(3.0-3.25),appearance
2019-12-05 20:10:00,2019-12-05 20:11:05,IP Address,155.41.55.179,100,64,True,2019-12-05 20:11:05,R_24C1mB8MkUucjBT,,,,,42.346405029296875,-71.097503662109375,anonymous,EN,2.269,14.538,15.754,8,Sophomore,Logical,A(3.75-4.0),2.614,14.608,16.315,11,Freshman,Emotional,B(3.0-3.25),,,,,,,,Female,Graduates,Prefer not to say,Prefer not to say,
2019-12-05 20:11:11,2019-12-05 20:12:44,IP Address,220.195.64.48,100,93,True,2019-12-05 20:12:45,R_25YhFVUcqBppGPl,,,,,40.8105926513671875,111.652191162109375,anonymous,EN,4.844,26.104,27.184,14,Sophomore,Emotional,A-(3.5-3.75),2.069,11.504,12.274,10,Freshman,Emotional,B+(3.25-3.5),,,,,,,,Female,Other,Emotional,A-(3.5-3.75),Something about appearance and personality
2019-12-05 20:13:39,2019-12-05 20:15:36,IP Address,69.5.145.161,100,117,True,2019-12-05 20:15:37,R_2YXLLjD3k2dHajs,,,,,42.03729248046875,-93.60050201416015625,anonymous,EN,2.859,16.915,20.132,9,Graduates,Logical,A-(3.5-3.75),,,,,,,,0.967,12.133,13.282,9,PhD,Logical,A(3.75-4.0),Male,Graduates,Logical,A(3.75-4.0),personal grade with different appearance
2019-12-05 20:18:10,2019-12-05 20:19:15,IP Address,107.77.192.33,100,65,True,2019-12-05 20:19:15,R_1P6KGGbI2HuRwNy,,,,,42.356201171875,-71.06310272216796875,anonymous,EN,3.739,26.662,27.306,10,Junior,Logical,A-(3.5-3.75),,,,,,,,0.794,18.511,19.171,10,Sophomore,Logical,A(3.75-4.0),Male,Sophomore,Prefer not to say,Prefer not to say,
2019-12-05 20:20:27,2019-12-05 20:22:07,IP Address,129.186.251.50,100,99,True,2019-12-05 20:22:07,R_Wli22eKjQAPWA5X,,,,,42.0359954833984375,-93.46520233154296875,anonymous,EN,3.587,39.253,40.046,12,Graduates,Logical,A-(3.5-3.75),0.62,12.837,13.914,18,Sophomore,Logical,A-(3.5-3.75),,,,,,,,Male,Senior,Prefer not to say,B(3.0-3.25),
2019-12-05 20:34:16,2019-12-05 20:35:21,IP Address,38.101.255.135,100,65,True,2019-12-05 20:35:22,R_AtUu3rI0wXv7YNX,,,,,33.7855072021484375,-84.36119842529296875,anonymous,EN,3.297,23.447,24.483,10,Graduates,Emotional,A-(3.5-3.75),4.983,15.285,16.509,12,Freshman,Logical,B+(3.25-3.5),,,,,,,,Female,Graduates,Emotional,A(3.75-4.0),
2019-12-05 20:32:17,2019-12-05 20:35:42,IP Address,123.120.119.104,100,204,True,2019-12-05 20:35:42,R_3DtNVRVdOoQj6SJ,,,,,39.928802490234375,116.388885498046875,anonymous,EN,9.406,38.359,40.133,5,Freshman,Emotional,A-(3.5-3.75),,,,,,,,11.474,26.198,27.193,3,Junior,Logical,A(3.75-4.0),Female,Freshman,Logical,A-(3.5-3.75),Will wearing glasses change a person's the first impression?
2019-12-05 20:39:41,2019-12-05 20:42:18,IP Address,49.78.200.197,100,157,True,2019-12-05 20:42:18,R_2dlFqexulvvQmy7,,,,,30.29400634765625,120.161895751953125,anonymous,EN,1.075,55.263,56.29,29,PhD,Emotional,A-(3.5-3.75),,,,,,,,1.593,49.788,50.471,23,Graduates,Logical,A(3.75-4.0),Female,Junior,Prefer not to say,A-(3.5-3.75),
2019-12-05 15:50:10,2019-12-05 20:48:27,IP Address,142.79.192.104,100,17896,True,2019-12-05 20:48:27,R_1Hqp6CcHC2vUQN0,,,,,42.3634033203125,-71.07129669189453125,anonymous,EN,1.453,11.902,12.784,11,Graduates,Emotional,B+(3.25-3.5),,,,,,,,0.854,9.196,10.235,8,Graduates,Logical,A-(3.5-3.75),Female,Graduates,Emotional,A-(3.5-3.75),
2019-12-05 20:47:18,2019-12-05 20:49:29,IP Address,49.94.170.95,100,131,True,2019-12-05 20:49:30,R_3CDa5YlhBl09ubo,,,,,31.3040924072265625,120.59539794921875,anonymous,EN,2.079,40.287,40.842,22,Sophomore,Emotional,B+(3.25-3.5),,,,,,,,1.629,20.518,21.369,17,Graduates,Logical,A-(3.5-3.75),Female,Sophomore,Logical,A(3.75-4.0),
2019-12-05 20:49:57,2019-12-05 20:51:20,IP Address,174.63.107.177,100,82,True,2019-12-05 20:51:20,R_xla1e3ojit4V4Ln,,,,,42.34979248046875,-71.07649993896484375,anonymous,EN,2.81,28.092,30.674,13,Graduates,Logical,A-(3.5-3.75),0.768,21.273,21.856,11,Graduates,Emotional,B+(3.25-3.5),,,,,,,,Female,Graduates,Prefer not to say,B(3.0-3.25),
2019-12-05 21:10:57,2019-12-05 21:12:11,IP Address,172.58.220.114,100,73,True,2019-12-05 21:12:11,R_1K3mh5cjIlldGrM,,,,,42.37249755859375,-71.181396484375,anonymous,EN,3.233,33.155,33.892,18,Graduates,Logical,B(3.0-3.25),,,,,,,,2.037,10.413,11.254,11,PhD,Logical,A(3.75-4.0),Male,Other,Prefer not to say,B-(2.75-3.0),
2019-12-05 21:26:07,2019-12-05 21:29:02,IP Address,120.36.151.67,100,174,True,2019-12-05 21:29:02,R_2uX4jtsNhpWeBUd,,,,,24.47979736328125,118.0819091796875,anonymous,EN,1.874,28.868,29.355,13,Senior,Logical,A-(3.5-3.75),0.776,31.559,32.489,21,Junior,Emotional,B+(3.25-3.5),,,,,,,,Female,Graduates,Emotional,A-(3.5-3.75),
2019-12-05 21:32:11,2019-12-05 21:34:27,IP Address,112.20.67.219,100,136,True,2019-12-05 21:34:28,R_3FKH4T6BbhMtDQp,,,,,32.06170654296875,118.777801513671875,anonymous,EN,0.134,16.344,16.998,11,Graduates,Logical,A(3.75-4.0),,,,,,,,0.217,12.143,12.867,14,Senior,Logical,A(3.75-4.0),Male,Graduates,Prefer not to say,A-(3.5-3.75),
2019-12-05 21:53:02,2019-12-05 21:54:04,IP Address,146.115.43.193,100,61,True,2019-12-05 21:54:04,R_1EbWGkT8VzQ0QUK,,,,,42.3473968505859375,-71.158203125,anonymous,EN,2.845,21.927,22.857,10,Graduates,Logical,B+(3.25-3.5),0.676,13.106,13.122,13,Senior,Logical,A-(3.5-3.75),,,,,,,,Female,Graduates,Emotional,A(3.75-4.0),
2019-12-05 23:10:03,2019-12-05 23:11:16,IP Address,24.30.94.172,100,73,True,2019-12-05 23:11:17,R_339h6viwT1HTZRY,,,,,33.8231048583984375,-84.32579803466796875,anonymous,EN,1.716,31.48,32.056,15,Sophomore,Emotional,A-(3.5-3.75),0.589,17.64,19.777,9,Sophomore,Logical,A-(3.5-3.75),,,,,,,,Female,Graduates,Logical,A(3.75-4.0),
2019-12-06 00:18:53,2019-12-06 00:20:04,IP Address,66.31.125.40,100,71,True,2019-12-06 00:20:04,R_OEaScO4qJw3XKFz,,,,,42.3473968505859375,-71.158203125,anonymous,EN,1.14,18.584,19.173,11,Senior,Logical,B+(3.25-3.5),,,,,,,,0.93,14.354,15.052,15,Junior,Logical,A-(3.5-3.75),Female,Graduates,Logical,B(3.0-3.25),
